message_id,message_text,label,scam_type,platform,contains_link,btc_address_present,urgency_level,promised_return_pct,sentiment_score,message_length,created_at
MSG01729,Urgent: Your wallet is compromised. Verify immediately.,scam,giveaway,Email,No,No,medium,100.0,-0.71,55,2024-08-31 00:13:00
MSG01730,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,Email,No,No,medium,200.0,-0.989,55,2024-10-21 05:49:00
MSG01731,Latest Bitcoin market update and trends.,legit,none,Email,No,No,high,,0.611,40,2024-11-28 16:43:00
MSG01732,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Telegram,Yes,Yes,medium,100.0,0.665,69,2024-01-18 05:49:00
MSG01733,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Email,No,No,high,50.0,0.595,43,2024-11-16 11:21:00
MSG01734,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,Telegram,Yes,No,high,200.0,0.883,69,2024-12-08 03:36:00
MSG01735,Latest Bitcoin market update and trends.,legit,none,WhatsApp,No,No,low,,-0.44,40,2024-09-30 01:55:00
MSG01736,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,high,,-0.315,47,2024-09-26 00:35:00
MSG01737,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,WhatsApp,No,No,high,,-0.351,55,2024-10-28 07:17:00
MSG01738,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,medium,,0.148,45,2024-03-05 02:00:00
MSG01739,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,Discord,No,No,high,100.0,0.113,43,2024-07-31 04:55:00
MSG01740,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,high,,0.423,45,2024-08-16 14:52:00
MSG01741,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,Telegram,No,No,low,200.0,-0.276,43,2024-05-24 21:31:00
MSG01742,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Twitter,No,No,high,200.0,-0.145,55,2024-12-20 03:42:00
MSG01743,Tips for long-term crypto investment.,legit,none,Twitter,No,No,high,,-0.253,37,2024-11-14 08:44:00
MSG01744,Tips for long-term crypto investment.,legit,none,Email,No,No,high,,-0.016,37,2024-08-31 00:44:00
MSG01745,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,low,,0.948,47,2024-03-22 19:11:00
MSG01746,Tips for long-term crypto investment.,legit,none,Twitter,No,No,high,,0.845,37,2024-05-19 00:00:00
MSG01747,Latest Bitcoin market update and trends.,legit,none,Email,No,No,medium,,-0.097,40,2024-04-20 19:58:00
MSG01748,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Discord,Yes,No,high,200.0,0.779,69,2024-10-19 08:07:00
MSG01749,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,WhatsApp,Yes,No,low,100.0,-0.146,69,2024-07-07 11:46:00
MSG01750,Tips for long-term crypto investment.,legit,none,Email,No,No,high,,-0.084,37,2024-05-25 21:02:00
MSG01751,Invest now and double your Bitcoin in 24 hours.,scam,giveaway,Telegram,No,Yes,low,100.0,-0.637,47,2024-01-20 02:18:00
MSG01752,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,medium,,0.909,45,2024-08-26 10:47:00
MSG01753,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Telegram,No,No,medium,100.0,-0.534,43,2024-06-07 04:28:00
MSG01754,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,WhatsApp,Yes,No,medium,,-0.112,69,2024-05-31 21:16:00
MSG01755,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,WhatsApp,Yes,No,low,200.0,0.18,69,2024-03-31 18:24:00
MSG01756,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,high,,0.449,45,2024-03-29 14:55:00
MSG01757,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,medium,,0.481,45,2024-09-17 23:19:00
MSG01758,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,Telegram,No,Yes,high,100.0,-0.044,43,2024-03-22 13:12:00
MSG01759,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,WhatsApp,Yes,Yes,medium,,-0.291,69,2024-08-13 17:19:00
MSG01760,Latest Bitcoin market update and trends.,legit,none,Email,No,No,low,,0.999,40,2024-03-02 11:53:00
MSG01761,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,Email,No,Yes,medium,,-0.719,43,2024-06-30 07:33:00
MSG01762,Tips for long-term crypto investment.,legit,none,Twitter,No,No,low,,0.037,37,2024-04-12 02:31:00
MSG01763,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,Discord,Yes,Yes,high,100.0,-0.257,69,2024-10-29 02:29:00
MSG01764,Latest Bitcoin market update and trends.,legit,none,Telegram,No,No,low,,0.873,40,2024-04-20 05:33:00
MSG01765,Blockchain technology explained in simple terms.,legit,none,Twitter,No,No,low,,-0.94,48,2024-05-28 14:30:00
MSG01766,Elon Musk BTC giveaway! Limited time offer.,scam,investment,Email,No,Yes,low,,-0.337,43,2024-12-08 14:37:00
MSG01767,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,low,,0.079,45,2024-05-03 14:25:00
MSG01768,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,medium,,0.794,47,2024-03-08 01:58:00
MSG01769,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,WhatsApp,Yes,No,medium,200.0,-0.731,69,2024-01-01 12:36:00
MSG01770,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Email,No,No,high,100.0,0.914,43,2024-03-11 04:40:00
MSG01771,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Telegram,No,No,high,50.0,0.611,43,2024-04-13 20:02:00
MSG01772,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,high,,-0.192,47,2024-03-17 14:59:00
MSG01773,How to secure your crypto wallet effectively.,legit,none,Email,No,No,low,,0.46,45,2024-08-07 06:14:00
MSG01774,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Discord,No,No,medium,50.0,-0.344,43,2024-09-29 21:35:00
MSG01775,Tips for long-term crypto investment.,legit,none,Twitter,No,No,high,,0.812,37,2024-10-07 08:53:00
MSG01776,How to secure your crypto wallet effectively.,legit,none,Telegram,No,No,low,,-0.714,45,2024-01-25 20:11:00
MSG01777,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,medium,,-0.977,45,2024-12-16 02:10:00
MSG01778,Urgent: Your wallet is compromised. Verify immediately.,scam,giveaway,Discord,No,No,low,200.0,0.243,55,2024-11-16 07:09:00
MSG01779,Blockchain technology explained in simple terms.,legit,none,Discord,No,No,medium,,-0.325,48,2024-05-15 16:10:00
MSG01780,Urgent: Your wallet is compromised. Verify immediately.,scam,impersonation,Discord,No,No,low,100.0,0.527,55,2024-07-10 09:52:00
MSG01781,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,high,,-0.949,48,2024-04-01 21:59:00
MSG01782,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,low,,-0.759,45,2024-08-03 07:58:00
MSG01783,Blockchain technology explained in simple terms.,legit,none,Email,No,No,medium,,-0.128,48,2024-03-01 09:57:00
MSG01784,Latest Bitcoin market update and trends.,legit,none,Discord,No,No,low,,-0.717,40,2024-06-10 13:14:00
MSG01785,How to secure your crypto wallet effectively.,legit,none,Email,No,No,high,,0.202,45,2024-04-20 12:23:00
MSG01786,Tips for long-term crypto investment.,legit,none,Email,No,No,high,,-0.539,37,2024-05-01 10:13:00
MSG01787,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,Telegram,No,Yes,high,50.0,0.686,43,2024-04-20 17:17:00
MSG01788,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,Twitter,No,Yes,medium,100.0,-0.22,43,2024-11-02 18:07:00
MSG01789,Elon Musk BTC giveaway! Limited time offer.,scam,investment,Telegram,No,Yes,medium,,-0.85,43,2024-08-14 21:41:00
MSG01790,Tips for long-term crypto investment.,legit,none,Discord,No,No,low,,-0.882,37,2024-10-25 19:49:00
MSG01791,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,low,,0.529,45,2024-06-25 13:20:00
MSG01792,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,impersonation,WhatsApp,No,No,low,100.0,-0.859,43,2024-07-20 03:15:00
MSG01793,Latest Bitcoin market update and trends.,legit,none,Twitter,No,No,high,,0.479,40,2024-04-20 13:42:00
MSG01794,Latest Bitcoin market update and trends.,legit,none,Telegram,No,No,high,,-0.449,40,2024-08-26 10:56:00
MSG01795,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,medium,,0.048,47,2024-12-09 01:13:00
MSG01796,Latest Bitcoin market update and trends.,legit,none,Email,No,No,low,,0.083,40,2024-11-26 20:38:00
MSG01797,Bitcoin price shows strong resistance near 65k.,legit,none,Email,No,No,medium,,0.899,47,2024-01-30 20:01:00
MSG01798,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,WhatsApp,No,No,low,200.0,0.517,55,2024-06-12 13:45:00
MSG01799,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,high,,0.73,47,2024-06-24 16:53:00
MSG01800,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Twitter,No,Yes,medium,100.0,0.809,43,2024-08-27 10:42:00
MSG01801,Urgent: Your wallet is compromised. Verify immediately.,scam,investment,Twitter,No,No,high,200.0,-0.515,55,2024-12-26 10:20:00
MSG01802,Tips for long-term crypto investment.,legit,none,WhatsApp,No,No,high,,-0.468,37,2024-12-21 06:00:00
MSG01803,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,WhatsApp,No,No,low,,0.151,47,2024-03-26 12:59:00
MSG01804,Blockchain technology explained in simple terms.,legit,none,Discord,No,No,high,,0.419,48,2024-11-03 04:00:00
MSG01805,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,WhatsApp,Yes,Yes,high,,0.88,69,2024-11-10 10:12:00
MSG01806,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,low,,-0.952,45,2024-08-27 13:01:00
MSG01807,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,low,,0.458,48,2024-07-03 14:28:00
MSG01808,Urgent: Your wallet is compromised. Verify immediately.,scam,investment,Telegram,No,No,low,100.0,-0.084,55,2024-07-10 15:17:00
MSG01809,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,high,,0.297,45,2024-10-19 05:35:00
MSG01810,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,impersonation,Twitter,No,No,high,50.0,-0.367,43,2024-08-10 16:51:00
MSG01811,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,medium,,0.244,47,2024-05-15 13:56:00
MSG01812,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,WhatsApp,No,No,medium,100.0,0.51,43,2024-05-02 17:30:00
MSG01813,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,Telegram,Yes,No,high,100.0,0.514,69,2024-05-09 13:10:00
MSG01814,Invest now and double your Bitcoin in 24 hours.,scam,phishing,Telegram,No,No,high,200.0,0.704,47,2024-04-16 03:26:00
MSG01815,Invest now and double your Bitcoin in 24 hours.,scam,investment,WhatsApp,No,No,medium,,0.69,47,2024-08-02 00:29:00
MSG01816,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,medium,,0.652,48,2024-06-28 01:28:00
MSG01817,Blockchain technology explained in simple terms.,legit,none,Twitter,No,No,medium,,-0.551,48,2024-06-08 10:52:00
MSG01818,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,high,,0.623,45,2024-04-15 20:38:00
MSG01819,Blockchain technology explained in simple terms.,legit,none,Telegram,No,No,low,,0.715,48,2024-12-17 21:48:00
MSG01820,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Discord,No,Yes,low,200.0,-0.628,43,2024-10-17 23:48:00
MSG01821,Urgent: Your wallet is compromised. Verify immediately.,scam,investment,Email,No,No,medium,50.0,-0.36,55,2024-09-17 00:19:00
MSG01822,How to secure your crypto wallet effectively.,legit,none,Email,No,No,high,,-0.506,45,2024-04-03 18:19:00
MSG01823,Tips for long-term crypto investment.,legit,none,WhatsApp,No,No,high,,-0.373,37,2024-06-14 21:31:00
MSG01824,Invest now and double your Bitcoin in 24 hours.,scam,giveaway,WhatsApp,No,No,low,200.0,0.238,47,2024-12-28 00:01:00
MSG01825,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Twitter,Yes,No,high,,0.792,69,2024-12-13 01:39:00
MSG01826,Bitcoin price shows strong resistance near 65k.,legit,none,Email,No,No,low,,0.909,47,2024-07-20 01:01:00
MSG01827,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,WhatsApp,Yes,No,low,200.0,-0.57,69,2024-11-25 05:13:00
MSG01828,Invest now and double your Bitcoin in 24 hours.,scam,investment,Email,No,No,high,200.0,-0.712,47,2024-08-16 23:33:00
MSG01829,Tips for long-term crypto investment.,legit,none,Twitter,No,No,high,,0.509,37,2024-03-28 03:37:00
MSG01830,Tips for long-term crypto investment.,legit,none,Twitter,No,No,high,,-0.173,37,2024-04-27 09:18:00
MSG01831,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,low,,0.671,45,2024-01-22 11:19:00
MSG01832,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,Twitter,Yes,No,medium,200.0,0.61,69,2024-10-04 15:32:00
MSG01833,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,Telegram,No,No,medium,50.0,0.415,43,2024-07-02 12:15:00
MSG01834,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Email,Yes,No,low,100.0,0.971,69,2024-02-29 09:30:00
MSG01835,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,Discord,No,No,high,,0.964,43,2024-02-13 01:39:00
MSG01836,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Twitter,Yes,Yes,high,,-0.991,69,2024-10-07 04:03:00
MSG01837,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,Discord,Yes,No,low,50.0,-0.623,69,2024-12-28 18:41:00
MSG01838,Tips for long-term crypto investment.,legit,none,Telegram,No,No,medium,,-0.806,37,2024-04-22 15:04:00
MSG01839,Invest now and double your Bitcoin in 24 hours.,scam,giveaway,WhatsApp,No,Yes,low,50.0,0.629,47,2024-11-20 02:47:00
MSG01840,Tips for long-term crypto investment.,legit,none,Twitter,No,No,high,,0.776,37,2024-03-28 14:05:00
MSG01841,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,Email,No,Yes,high,50.0,0.8,55,2024-12-28 09:04:00
MSG01842,Tips for long-term crypto investment.,legit,none,Telegram,No,No,high,,0.84,37,2024-11-27 01:52:00
MSG01843,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,Discord,No,No,low,100.0,-0.717,43,2024-12-23 08:47:00
MSG01844,Latest Bitcoin market update and trends.,legit,none,Twitter,No,No,medium,,-0.883,40,2024-12-15 20:00:00
MSG01845,Tips for long-term crypto investment.,legit,none,Twitter,No,No,high,,0.31,37,2024-10-14 00:52:00
MSG01846,Blockchain technology explained in simple terms.,legit,none,Email,No,No,low,,-0.104,48,2024-05-24 05:01:00
MSG01847,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,WhatsApp,No,No,medium,,-0.018,43,2024-08-22 02:52:00
MSG01848,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Email,No,No,medium,,0.055,47,2024-01-31 07:34:00
MSG01849,Bitcoin price shows strong resistance near 65k.,legit,none,Email,No,No,high,,0.496,47,2024-05-06 05:39:00
MSG01850,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,Twitter,Yes,No,medium,200.0,-0.624,69,2024-02-08 04:22:00
MSG01851,Invest now and double your Bitcoin in 24 hours.,scam,ponzi,Telegram,No,No,high,,0.821,47,2024-03-12 20:02:00
MSG01852,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Email,No,No,low,200.0,-0.587,43,2024-01-12 08:30:00
MSG01853,Latest Bitcoin market update and trends.,legit,none,Telegram,No,No,high,,-0.767,40,2024-07-30 11:50:00
MSG01854,How to secure your crypto wallet effectively.,legit,none,Email,No,No,low,,0.974,45,2024-06-15 07:05:00
MSG01855,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,Telegram,No,No,low,100.0,0.764,43,2024-11-03 21:40:00
MSG01856,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,WhatsApp,No,Yes,medium,200.0,-0.246,43,2024-05-17 23:41:00
MSG01857,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,Twitter,No,Yes,medium,,0.392,55,2024-11-23 01:05:00
MSG01858,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,high,,-0.771,45,2024-04-25 17:23:00
MSG01859,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Discord,Yes,No,high,100.0,0.911,69,2024-10-16 23:07:00
MSG01860,Invest now and double your Bitcoin in 24 hours.,scam,investment,Email,No,Yes,medium,,0.522,47,2024-10-14 13:29:00
MSG01861,Bitcoin price shows strong resistance near 65k.,legit,none,Discord,No,No,medium,,-0.598,47,2024-01-26 23:49:00
MSG01862,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,Twitter,No,No,medium,50.0,-0.833,43,2024-02-19 01:54:00
MSG01863,Latest Bitcoin market update and trends.,legit,none,Discord,No,No,medium,,-0.124,40,2024-04-13 22:53:00
MSG01864,Invest now and double your Bitcoin in 24 hours.,scam,phishing,Discord,No,Yes,low,50.0,0.45,47,2024-02-01 20:43:00
MSG01865,How to secure your crypto wallet effectively.,legit,none,Email,No,No,medium,,0.844,45,2024-09-11 22:44:00
MSG01866,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,phishing,WhatsApp,No,No,medium,,-0.55,43,2024-05-21 12:19:00
MSG01867,Elon Musk BTC giveaway! Limited time offer.,scam,phishing,WhatsApp,No,No,low,100.0,0.114,43,2024-04-14 09:27:00
MSG01868,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,phishing,Twitter,Yes,No,high,,0.237,69,2024-05-03 17:29:00
MSG01869,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,Telegram,No,Yes,high,50.0,-0.988,55,2024-01-03 11:47:00
MSG01870,Latest Bitcoin market update and trends.,legit,none,Discord,No,No,low,,0.714,40,2024-01-26 15:04:00
MSG01871,Bitcoin price shows strong resistance near 65k.,legit,none,WhatsApp,No,No,high,,0.29,47,2024-07-24 16:29:00
MSG01872,Elon Musk BTC giveaway! Limited time offer.,scam,giveaway,WhatsApp,No,Yes,medium,200.0,-0.042,43,2024-04-21 12:16:00
MSG01873,Invest now and double your Bitcoin in 24 hours.,scam,investment,Telegram,No,No,high,50.0,0.926,47,2024-10-09 20:41:00
MSG01874,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,investment,Twitter,No,No,medium,50.0,-0.915,43,2024-10-25 19:45:00
MSG01875,Latest Bitcoin market update and trends.,legit,none,Telegram,No,No,high,,-0.294,40,2024-10-22 11:44:00
MSG01876,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,WhatsApp,No,No,medium,200.0,-0.273,43,2024-08-25 09:27:00
MSG01877,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,ponzi,Telegram,No,No,high,50.0,0.137,43,2024-09-21 15:08:00
MSG01878,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Email,No,Yes,low,200.0,-0.717,47,2024-03-20 02:47:00
MSG01879,Urgent: Your wallet is compromised. Verify immediately.,scam,ponzi,WhatsApp,No,No,low,100.0,0.103,55,2024-04-24 02:52:00
MSG01880,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Telegram,No,Yes,low,50.0,-0.228,47,2024-05-05 11:52:00
MSG01881,Invest now and double your Bitcoin in 24 hours.,scam,giveaway,WhatsApp,No,No,low,50.0,-0.177,47,2024-12-07 05:01:00
MSG01882,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,medium,,0.221,45,2024-01-26 16:56:00
MSG01883,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,low,,-0.983,47,2024-02-08 09:55:00
MSG01884,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,Email,Yes,No,low,50.0,-0.385,69,2024-02-18 01:50:00
MSG01885,Invest now and double your Bitcoin in 24 hours.,scam,investment,Discord,No,Yes,medium,200.0,-0.323,47,2024-05-07 14:09:00
MSG01886,Urgent: Your wallet is compromised. Verify immediately.,scam,phishing,Discord,No,No,low,50.0,-0.17,55,2024-10-25 07:40:00
MSG01887,Tips for long-term crypto investment.,legit,none,Discord,No,No,high,,-0.061,37,2024-07-23 18:55:00
MSG01888,Bitcoin price shows strong resistance near 65k.,legit,none,Telegram,No,No,medium,,-0.806,47,2024-01-29 16:11:00
MSG01889,Latest Bitcoin market update and trends.,legit,none,WhatsApp,No,No,medium,,-0.046,40,2024-01-15 12:43:00
MSG01890,Elon Musk BTC giveaway! Limited time offer.,scam,ponzi,Discord,No,No,low,200.0,0.893,43,2024-09-07 08:50:00
MSG01891,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,Twitter,Yes,No,high,100.0,0.355,69,2024-04-18 20:27:00
MSG01892,How to secure your crypto wallet effectively.,legit,none,Email,No,No,medium,,0.423,45,2024-03-01 11:48:00
MSG01893,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Twitter,No,Yes,high,200.0,0.983,47,2024-09-22 22:36:00
MSG01894,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,ponzi,Email,No,Yes,low,200.0,-0.363,43,2024-05-01 12:28:00
MSG01895,How to secure your crypto wallet effectively.,legit,none,Email,No,No,medium,,-0.102,45,2024-11-11 06:20:00
MSG01896,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,WhatsApp,Yes,Yes,medium,,-0.739,69,2024-01-08 18:36:00
MSG01897,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,low,,0.809,48,2024-10-03 17:16:00
MSG01898,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,WhatsApp,Yes,No,high,200.0,-0.186,69,2024-09-06 03:07:00
MSG01899,Blockchain technology explained in simple terms.,legit,none,Email,No,No,high,,-0.614,48,2024-07-24 02:02:00
MSG01900,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,Twitter,Yes,Yes,medium,,-0.954,69,2024-04-03 14:09:00
MSG01901,How to secure your crypto wallet effectively.,legit,none,Twitter,No,No,low,,-0.253,45,2024-04-22 03:27:00
MSG01902,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,low,,0.446,47,2024-09-05 09:45:00
MSG01903,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,high,,0.931,45,2024-12-01 12:25:00
MSG01904,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,ponzi,Twitter,Yes,No,low,50.0,0.836,69,2024-02-29 02:17:00
MSG01905,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,low,,-0.134,47,2024-06-18 17:17:00
MSG01906,Bitcoin price shows strong resistance near 65k.,legit,none,Twitter,No,No,medium,,-0.359,47,2024-05-20 06:36:00
MSG01907,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,impersonation,Discord,No,Yes,medium,100.0,0.463,43,2024-02-14 14:42:00
MSG01908,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,ponzi,Twitter,No,No,low,100.0,-0.712,43,2024-05-17 21:03:00
MSG01909,Bitcoin price shows strong resistance near 65k.,legit,none,Telegram,No,No,low,,0.697,47,2024-06-14 19:37:00
MSG01910,Latest Bitcoin market update and trends.,legit,none,Discord,No,No,medium,,0.203,40,2024-07-26 19:46:00
MSG01911,Latest Bitcoin market update and trends.,legit,none,Email,No,No,medium,,0.471,40,2024-01-06 02:02:00
MSG01912,Urgent: Your wallet is compromised. Verify immediately.,scam,giveaway,Twitter,No,No,medium,100.0,0.805,55,2024-02-13 23:38:00
MSG01913,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,impersonation,Twitter,Yes,Yes,high,,-0.363,69,2024-09-20 05:19:00
MSG01914,Tips for long-term crypto investment.,legit,none,Email,No,No,high,,0.679,37,2024-11-24 06:04:00
MSG01915,Elon Musk BTC giveaway! Limited time offer.,scam,investment,WhatsApp,No,No,medium,100.0,0.092,43,2024-05-18 13:28:00
MSG01916,Tips for long-term crypto investment.,legit,none,Telegram,No,No,low,,0.382,37,2024-10-25 08:35:00
MSG01917,Elon Musk BTC giveaway! Limited time offer.,scam,investment,WhatsApp,No,No,medium,200.0,-0.695,43,2024-10-07 18:13:00
MSG01918,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,giveaway,Email,Yes,No,high,50.0,-0.201,69,2024-01-11 03:47:00
MSG01919,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,giveaway,Discord,No,Yes,low,,-0.967,43,2024-12-09 21:50:00
MSG01920,Blockchain technology explained in simple terms.,legit,none,Email,No,No,low,,-0.957,48,2024-10-12 14:44:00
MSG01921,Blockchain technology explained in simple terms.,legit,none,Discord,No,No,medium,,-0.545,48,2024-12-20 06:48:00
MSG01922,Elon Musk BTC giveaway! Limited time offer.,scam,impersonation,Telegram,No,No,high,,-0.293,43,2024-03-18 04:41:00
MSG01923,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,high,,-0.421,48,2024-06-20 05:35:00
MSG01924,Send 0.1 BTC and receive 0.5 BTC instantly!,scam,impersonation,WhatsApp,No,No,medium,50.0,-0.323,43,2024-08-14 04:20:00
MSG01925,Invest now and double your Bitcoin in 24 hours.,scam,phishing,Discord,No,No,medium,100.0,0.45,47,2024-04-03 07:17:00
MSG01926,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Twitter,No,No,medium,200.0,-0.508,47,2024-08-25 12:46:00
MSG01927,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,medium,,0.11,48,2024-08-29 01:42:00
MSG01928,How to secure your crypto wallet effectively.,legit,none,Email,No,No,high,,0.145,45,2024-06-15 16:47:00
MSG01929,How to secure your crypto wallet effectively.,legit,none,WhatsApp,No,No,high,,-0.06,45,2024-01-15 02:59:00
MSG01930,Invest now and double your Bitcoin in 24 hours.,scam,phishing,WhatsApp,No,Yes,high,100.0,-0.837,47,2024-12-23 11:48:00
MSG01931,Invest now and double your Bitcoin in 24 hours.,scam,investment,Twitter,No,No,low,100.0,0.424,47,2024-09-21 21:33:00
MSG01932,Latest Bitcoin market update and trends.,legit,none,Telegram,No,No,low,,0.266,40,2024-08-26 06:29:00
MSG01933,Invest now and double your Bitcoin in 24 hours.,scam,impersonation,Discord,No,No,medium,100.0,-0.031,47,2024-08-16 18:29:00
MSG01934,How to secure your crypto wallet effectively.,legit,none,Discord,No,No,high,,-0.759,45,2024-02-14 02:24:00
MSG01935,Tips for long-term crypto investment.,legit,none,Discord,No,No,medium,,-0.504,37,2024-09-30 19:13:00
MSG01936,Congratulations! You have won 2 BTC. Claim now at http://bit.ly/claim,scam,investment,Email,Yes,No,medium,,-0.942,69,2024-11-02 20:54:00
MSG01937,Blockchain technology explained in simple terms.,legit,none,WhatsApp,No,No,low,,-0.107,48,2024-10-05 04:16:00
